idn,titel,jahr,signatur,qd_verknuepfung_art,qd_idn
999813811,Paeanii Metaphrasis Eutropii historiae Romanae,1736,"IV 199, 1a",DNB,999813811
999829866,"Sigmund Feyerabend, sein Leben und seine geschäftlichen Verbindungen",1881,Da 166,DNB,999829866
999842994,Geschichte der Büchdruckerkunst in Regensburg,1840,Da 385,DNB,999842994
999842994,Geschichte der Büchdruckerkunst in Regensburg,1840,Bö C V 650,DNB,999842994
999842994,Geschichte der Büchdruckerkunst in Regensburg,1840,241.2/Regensburg/Pang,DNB,999842994
999859390,"Die @größte Papiermaschine der Welt [der Great Lakes Paper Co, Kanada]",1931,Ba 162,DNB,999859390
999868853,"Durch den Hochge||lehrten Herrn Theophrastum|| von Hochenheim [Hohenheim], beyder artzney Doctorem,|| von der Frantzösischen kranckheit|| Drey Bücher Para.||",1530,"III 69, 15d",DNB,999868853
999871714,Die @alte märkische Papierindustrie,19XX,Ba 330,DNB,999871714
999905414,Paruulus Philosophie naturalis|| iuuenilibus ingenijs Phisicen|| desiderantibus oppido quam|| necessarius||...,1516,"III 103, 2",DNB,999905414
999910183,Über einige Merkwürdigkeiten der Herzoglichen Bibliothek zu Gotha,1788,Da 9,DNB,999910183
999943235,Marginalien zur Geschichte der polygraphischen Erfindungen,1858,Ja 34,DNB,999943235
999943235,Marginalien zur Geschichte der polygraphischen Erfindungen,1858,Bö B III 34,DNB,999943235
999955039,Le @prêtre et la danseuse,1850,Vd 245,DNB,999955039
999955136,La @famille Tricot,1850,Vd 245,DNB,999955136
999972286,"Pest-Beschreibung und Infections-Ordnung, welche vormahls in besondern Tractaten heraus gegeben, nunmehro aber in ein Werck zusammen gezogen",1727,"IV 428, 15",DNB,999972286
99997548X,M. CASPARI|| PFAFRADII|| DE|| PRAEDICA=||TIONIBVS SA||CRAMENTA||LIBVS||,1597,"IV 363, 1",DNB,99997548X
999989782,"Augusti Pfeifferi Critica sacra, de sacri codicis partitione, editionibus variis ... de Masora & Kabbala, Talmude denique & Alcorano",1712,"IV 90, 37a",DNB,999989782
999990136,"Introductio in orientem, sive Synopsis questionum nobiliorum de origine, natura, usu et adminiculis lingg. orientalium ...",1715,"IV 90, 37a (Angebundenes Werk)",DNB,999990136
999995618,Phaedri augusti liberti fabularum Aesopiarum libri 5,1773,"IV 245 C, 1",DNB,999995618
999998447,Philippi II. Regis Catholici edictvm de librorum prohibitorum catalogo observando,1570,Bö E IV 252,DNB,999998447
999999826,"Placcaet enn ordinan||tie tegens de ghene die eenige fameuse, schan||daleuse oft seditieuse boecxkens, artickelen oft scriftten maken, versieren, saeyen, diuulgeren, drucken, ten voirschijne bringen, oft onder hen|| houden",1568,Bö E IV 1114,DNB,999999826
1000000192,"Placcart et or||donnance, contre cevlx ||qui composent, controuuent, sement, diuulguent, impri||ment, mettent en lumiere, ou tiennet soubz eulx|| aucuns libelz, articles, ou cscriptz fameux,|| schandaleux, ou seditieux, ou font|| courre mauuais bruitz & ||mensongiers|| Auec Preuilege de sa Maiesté",1568,Bö E IV 1114 (angebunden),DNB,1000000192
1000005844,"[Hs. Aufforderung zum Beitritt als Mitglied des Vereins der freien Presse für Wahrheit, Recht und Verfassung]",1848,Bö E IV 563,DNB,1000005844
1000008479,"Abbildung und Beschreibung von dem Gebrauch und Nutzen einer neuen Maschine, welche Albert Pieropano die Brüche des Schienbeins ... glücklich zu heilen im Jahre 1780 erfunden hat",1782,"IV 48, 5a (Angebundenes Werk)",DNB,1000008479
1000011925,M. Botte,1850,Vd 245,DNB,1000011925
1000018237,PRO PRI||MIS TYRONIBVS MORVM PVE=||rilis institutio,1530,"III 21, 21 a (3. angebundenes Werk)",DNB,1000018237
1000022293,Bidrag till en historia om Gymnasii Boktryckeriet i Wiborg,1859,Bö C V 1120,DNB,1000022293
1000024806,Antichità dʹAlbano e di Castel Gandolfo,1764,"IV 327, 15",DNB,1000024806
100002508X,Descrizione e disegno del Emissario,1762,"IV 327, 15 (1. angebundenes Werk)",DNB,100002508X
1000025349,Di due Spelonche ornate dagli antichi alla Riva del Lago Albano,1762,"IV 327, 15 (2. angebundenes Werk)",DNB,1000025349
1000040542,"DE JUSTIFICATIONE|| HOMINIS CORAM DEO,|| LIBRI DUO||",1599,"IV 363, 1",DNB,1000040542
1000042634,"Antwort der heidelbergischen Theologen auf die Continuationem Examinis des Ausführlichen Berichts, was die Reformirte kirchen in Deutschland gleuben oder nicht gleuben ...",1610,"IV 146, 6",DNB,1000042634
1000054292,"Commentariorum|| Aeneae Sylvii Piccolominei Senensis [Enea Silvo de Piccolomini], de|| concilio Basilae celebrato libri duo, aliquot quidem scripti,|| nunc uero primum impressi",1523,"III 103, 1a (angebundenes Werk)",DNB,1000054292
1000059138,À notre Très-Saint-Père Pie IX Pontife et Roi,1877,Bö B III 301/4°,DNB,1000059138
1000059618,"Catalogue de livres spirituels, ascétiques, de sermones et autres, qui se trouvent à Anvers",19XX,Bö C VIII 667,DNB,1000059618
1000067491,Spielgefährten,1881,Va 376,DNB,1000067491
1000088006,Alte und neue Soldatenlieder mit Bildern und Singweisen,1842,Va 49,DNB,1000088006
1000091198,Über die Darstellung einiger mikroskopischer botanischer Objecte durch Naturselbstdruck,1857,Ja 34,DNB,1000091198
100009359X,The @purloined Letter,1940,Hc 39,DNB,100009359X
1000111660,"Anonymes et pseudonymes français, par un bibliophile russe [d.i. Serge Poltoratsky]",1848,Ad 68,DNB,1000111660
1000122581,[Alexis-Brunnen-Walzer],1845,"Vab, 113",DNB,1000122581
1000122786,[Heimaths-Freunden-Polka],1845,"Vab, 113",DNB,1000122786
1000122875,[Paulinen-Galopp],1845,"Vab, 113",DNB,1000122875
1000141535,"EIgentLIChe EntsChILDerVng, oDer reChte AbzeIChnVs aLLer AbsChLäge von Einsazbuchstaben, Leistlein, Final-, Calender- und Creuzweegstöcklen, samt anderen geist- und weltlichen Bildnussen, welche bey Johann Michael Pramsteidel, einer hochlöblich- Oberösterreichischen Landschaft Buchdrucker in Linz zu finden",1764,Bö B III 274,DNB,1000141535
1000148432,Prediger,1741,Fb 3,DNB,1000148432
100015095X,"Gründliche Anleitung, welcher man sich im Nachzeichnen schöner Landschaften oder Prospecten bedienen kann, den Liebhabern der Zeichnen-Kunst mitgetheilet und eigenhändig in Kupfer gebracht,",1774,"IV 273, 32 (2. angebundenes Werk)",DNB,100015095X
1000160092,"Lingua trium saeculorum, quo innovatus est literatus orbis terarum, et scientia divinarum rerumque humanarum, ad summum evecta est fastigium, ars artium typografia",1740,Da 173,DNB,1000160092
1000168271,Priuilegia dess Heyligen Reichs-Statt Franckfurt am Mayn,1614,"IV 114, 28",DNB,1000168271
1000170799,Proekt ustava o knigopečatanii,1862,,DNB,1000170799
100017137X,"Promemoria des Gabelsbergerschen Stenographenvereins zu Berlin, betreffend die Einführung des Stenographie-Unterrichts in den preußischen Lehranstalten",1864,Cd 32,DNB,100017137X
1000174808,"[Catalogue of a display of printing mechanisms and printed materials arranged to illustrate the history of western civilization ... since the XV century ... in connexion with the 11th International Printing Machinery and Allied Trades Exhibition under the title of] Printing and the mind of man ... at the British Museum and at Earls Court, London, 16 - 27 July 1963",1963,Da 445,DNB,1000174808
1000174808,"[Catalogue of a display of printing mechanisms and printed materials arranged to illustrate the history of western civilization ... since the XV century ... in connexion with the 11th International Printing Machinery and Allied Trades Exhibition under the title of] Printing and the mind of man ... at the British Museum and at Earls Court, London, 16 - 27 July 1963",1963,Vc 48,DNB,1000174808
1000177858,Sammelband mit kleinen Schriften zum Gutenberg-Jubiläum 1840,1840,Da 72,DNB,1000177858
1000180301,Mittheilungen aus schwedischen Archiven und Bibliotheken,1853,Oa 29,DNB,1000180301
1000180689,Neues Bremisches Psalm- und Gesangbuch zur öffentlichen und besonderen Erbauung der Reform. Stadt- und Landgemeinen ...,1767,"IV 245 A, 2 (Angebundenes Werk)",DNB,1000180689
1000187551,Psalmen Davids,1651,"IV 81, 2 a",DNB,1000187551
1000189074,Der @Psalter oder die hundert und funfzig Geistliche Psalmen des heiligen Königes und Propheten Davids,1763,"IV 221, 5 (3. angebundenes Werk)",DNB,1000189074
1000189260,Der @ganze Psalter des Königes und Propheten Davids verdeutscht durch Martin Luthern,1800,"VIII, 286",DNB,1000189260
1000189759,Die @Psalmen Davids,1866,"VIII, 94",DNB,1000189759
1000192075,The @whole book of psalms,1743,"IV 216, 43 (angebundenes Werk)",DNB,1000192075
1000192121,The @whole book of psalms,1767,"IV 286, 6 (Angebundenes Werk)",DNB,1000192121
1000194116,Paraphraseōn in Psalmos Davidicos iuxta veterem Catholicae dei ecclesiae de antiquiss. Graecis atque castigatissimis priscorum Hebraeorum codicibus versionem tomus ...,1572,,DNB,1000194116
1000194159,,1527,"IV 12, 40a (angebunden)",DNB,1000194159
1000198065,"[Handwerksgebräuche] ... denen unbillig eingeführten Handwercks-Gewohnheiten, oder vielmehr dero Mißbräuch zu steuern ...",1696,Sb 198,DNB,1000198065
1000198073,[Handwerksgebräuche] ... in Betreff der Handwercks-Mißbräuche ...,1772,Sb 198,DNB,1000198073
1000201562,"Paraphrases in Psalmos, qui ad laudes antelucanas quotidie ex apostolico maiorum nostrorum instituto ... decantantur",1573,"IV 12, 40a",DNB,1000201562
100020653X,,1883,"Od 20, [1]",DNB,100020653X
1000206750,Die @Rubenow-Bibliothek,1865,"Od 20, 1",DNB,1000206750
1000206750,Die @Rubenow-Bibliothek,1865,Bö G II 291,DNB,1000206750
1000231135,Urkunden in griechischer Sprache mit Beiträgen mehrerer Gelehrter,1917,Caa 87,DNB,1000231135
1000239969,"Bernard Quaritchʹs purchases from the magnificent library of ... N[icolas] Yemeniz, being the finest collection of rare a. valuable books, ... including the richset bindings of De Rome, Padeloup, Bozérian, Trautz-Bauzonnet, ... June 1, 1867",1867,Bö G II 715,DNB,1000239969
1000262405,Retouches au nouveau dictionnaire des ouvrages anonymes et pseudonymes de E. de Manne par lʹauteur des supercheries littéraires dévoilées,1862,Ad 68,DNB,1000262405
1000275000,Die @Gnade,1747,"IV 114, 20",DNB,1000275000
1000275310,"Die @Religion, entworffen v. [Louis] Racine. In das Teutsche übers. u. mit einigen Anmerckungen vermehret",1744,"IV 114, 20  (angebundenes Werk)",DNB,1000275310
1000280225,"Universal-Briefsteller oder Musterbuch zur Abfassung aller im Geschäfts- und gemeinen Leben, sowie ... vorkommenden Aufsätze",1841,Va 1815/9,DNB,1000280225
100029952X,Ratgeber für unsre Verbandsfunktionäre,1927,"Df 33, [9]",DNB,100029952X
1000301788,"Catalogue de livres relatifs à l'architecture, la sculpture, la peinture et la gravure et de quelques estampes en divers genres",1862,Bö B III 971,DNB,1000301788
1000301915,Zur Geschichte der Kieler Universitätsbibliothek,1862,Da 121,DNB,1000301915
1000313662,Ein @Engländer wird zum Buchverleger,1938,"De 124, [1]",DNB,1000313662
1000321614,"Répertoire de librairie, contenant 1. toutes les lois sur la librairie et lʹimprimerie depuis le Règlement de 1723 inclusivement jusquʹà ce jour ; 2. un extrait des plus beaux ouvrages de divers catalogues ... précedé dʹun coup dʹoeil sur la librairie franc̜aise ...",1807,Bö E I 86,DNB,1000321614
1000329038,Druckschrift-Reform,1929,,DNB,1000329038
1000337294,[Recensiones disputationum ad rem literariam [!] facientium et in Sveciae Academiis in lucem protractarum],1749,Bö H 62,DNB,1000337294
1000340244,"Illustrated catalogue of type, presses, machinery, and all kinds of printing materials, manufactured by Reed and Fox",1876,Bö B III 278,DNB,1000340244
1000340503,"Specimens of newspaper, book and ornamental founts manufactured at the Fann Street Foundry, established 1757",1879,Bö B III 278,DNB,1000340503
1000349489,"Recueil de diverses pieces servant à lʹhistoire de Henry III, roy de France et de Pologne; augm. en cette nouv. ed. suivant les titres qui se trouvent à la page suivante",1666,"IV 8, 69",DNB,1000349489
1000349780,"De signis praedestinationis, et reprobabationis, et de numero praedestinatorum, ac reprobabarum, tractatus duo",1664,"IV 291, 98",DNB,1000349780
1000361101,Regolamento del Pio Istituto Tipografico approvato nelle generali adunanze del 26 gennajo e 2 febrajo 1812,1813,Bö B III 868,DNB,1000361101
1000361411,Regolamento del Pio Istituto Tipografico in Milano,1827,Bö B III 868,DNB,1000361411
1000363058,"Regulae confectae per patres a Tridentina synodo delectos, quae praemissae sunt indice librorum prohibitorum",1635,Bö E IV 263,DNB,1000363058
1000364259,Regulativ für die Königliche Kunstgewerbeschule zu Dresden,1887,Bö G I 93,DNB,1000364259
1000385280,"Von der Meißner|| anfenglichem herkommen, geschich-||ten, thaten, verenderunge der Sitze,|| mancherley Herrschafften, vnd wie|| sie endlich in Deutschland|| kommen, kurtzer|| bericht.||",1570,"IV 205, 1 a",DNB,1000385280
1000398595,Zur Vereinheitlichung der deutschen Rechtschreibung,1907,Ag 114,DNB,1000398595
1000401049,Reineke de Vos mit dem Koker,1711,"IV 435, 11",DNB,1000401049
1000402665,"Extensio theologiae technicae, h. e. distinctiones ac divisiones, philosophico-theologicae, quarum in decidendis controversiis cum Ponteficiis, Calvinianis, Pelagianis ... usus est plane singularis ... Quibus acc. Sylloge pseudo-distinctionum variorum adversariorum, subnexis brevissimis confutationibus",1710,"IV 147, 1a",DNB,1000402665
1000411966,Verzeichniß sämtlicher Verlags- und Commissions-Bücher von Reinicke und Hinrichs Buchhändler in Leipzig,1799,Bö F III 19a,DNB,1000411966
1000417468,Geistlicher Reiß-Gefehrde,17XX,Bö B V 7,DNB,1000417468
1000420345,,1940,"Cf 9, [1 a], 6",DNB,1000420345
1000420345,,1940,Cb 391 (1. angebundenes Werk),DNB,1000420345
1000431134,Die @schwarze und die weiße Kunst im Wandel der Zeiten,1960,Ba 557,DNB,1000431134
1000434230,Historie der Churfürstl[ichen] Bibliothec zu Jena,1734,Bö H 62,DNB,1000434230
1000437477,Sinn und Bedeutung der Wasserzeichen im Papier einst und jetzt,1952,Bd 83,DNB,1000437477
1000440109,Hennynk de Han,1732,"IV 435, 11 (angebundenes Werk)",DNB,1000440109
1000444368,[Schrift- und Druckproben],1842,Bö B III 168/2°,DNB,1000444368
1000464679,Die @Papiermühle zu St. Peter in Niederlungwitz,19XX,Ba 197,DNB,1000464679
1000464679,Die @Papiermühle zu St. Peter in Niederlungwitz,19XX,Ba 197a,DNB,1000464679
1000479900,Cvr Et|| Qvomodo Chri-||stianum Concilium debeat|| esse LIBERVM||,1537,"III 104, 22 g",DNB,1000479900
1000494888,Bilder und Vignetten,1847,Va 878,DNB,1000494888
1000495086,Der @Familienschatz,1877,Va 624,DNB,1000495086
1000496147,Goethe-Album,1856,Va 878,DNB,1000496147
1000496589,Für's Haus,1858,Va 878,DNB,1000496589
1000507149,Alte und neue Studentenlieder,1844,Va 49,DNB,1000507149
1000520528,[Jubelklänge],1845,"Vab, 113",DNB,1000520528
1000525457,"Wie die Thaten, so der Lohn",1845,Va 494,DNB,1000525457
1000530027,Einblattdrucke des 15. Jahrhunderts,1931,,DNB,1000530027
1000551628,The @earlier History of English bookselling,1889,Bö C V 972,DNB,1000551628
1000555585,Materialien zu einer Geschichte des Buchhandels,1795,Ga 79,DNB,1000555585
1000555585,Materialien zu einer Geschichte des Buchhandels,1795,Bö H 57,DNB,1000555585
1000555585,Materialien zu einer Geschichte des Buchhandels,1795,30/Roch,DNB,1000555585
100061543X,In der Schmiede der Schrift,1940,"VIII, 432",DNB,100061543X
1000645088,"Catalog der reichhaltigen Sammlungen hebräischer und jüdischer Bücher, Handschriften, Kupferstiche, Portraits etc, nachgelassen von Giuseppe Almanzi in Padua, vom Rabbiner Jacob Emden in Altona, vom Oberrabbiner M. J. Lewenstein in Paramaribo und anderen",1868,Bö F III 417,DNB,1000645088
1000683958,Catalogue complet de la Librairie encyclopédique Roret,1908,Da 975,DNB,1000683958
1000684156,[Verlags-Katalog],1891,Bö B III 1109,DNB,1000684156
1000713040,Annales hebraeo-typographici ab anno MDI ad MDXL,1799,Ad 14,DNB,1000713040
1000713296,Annales hebraeo-typographici sec. XV.,1795,Ad 14,DNB,1000713296
1000740323,Index insignium bibliopolarum et typographorum quondam collectorum editorumque a Friderico Rothscholzio,1765,Bö C IV 439/4° (angebundenes Werk),DNB,1000740323
1000741281,Friderici Roth-Scholtzii Thesaurus symbolorum ac emblematum. i.e. insignia bibliopolarum et typographorum ab incunabulis typographiae ad nostra usque tempora cum indice duplici uno bibliopolarum et typographorum altero urbium et locorum,1730,Bö C IV 439/4°,DNB,1000741281
1000741281,Friderici Roth-Scholtzii Thesaurus symbolorum ac emblematum. i.e. insignia bibliopolarum et typographorum ab incunabulis typographiae ad nostra usque tempora cum indice duplici uno bibliopolarum et typographorum altero urbium et locorum,1730,Da 29,DNB,1000741281
1000757544,Kurze Geschichte der Holzschneidekunst mit vielen Abbildungen der Signaturen der berühmtesten älteren Meister,1878,Ja 14,DNB,1000757544
1000757544,Kurze Geschichte der Holzschneidekunst mit vielen Abbildungen der Signaturen der berühmtesten älteren Meister,1878,Bö B III 930,DNB,1000757544
1000770842,Extrait du catalogue des èditions dʹamateurs et publications de bibliophiles da la Librairie Édouard Rouveyre à Paris,1880,Bö D VI 167,DNB,1000770842
1000771598,De la Matière des livres,1880,Bö D VI 167,DNB,1000771598
100078794X,Journal de la librairie et des arts,1797,Bö E I 86,DNB,100078794X
1000800539,"Die @in der Schrift des Herrn Oberbibliothekars und Directors Dr. Karl Halm ""Erläuterungen zu den Verhandlungen der bayrischen Kammer der Abgeordneten vom 10. März 1859, die k. Hof- und Staatsbibliothek in München betreffend"" gegen die Kammerverhandlungen vom selben Tage gemachten Angriffe",1859,"Od 68, [1]",DNB,1000800539
1000815471,Iani [Ioannes] Rutgersii Variarum lectionum libri 6 ad Gustavum II. Svecorum et G. regem,1618,"IV 204, 4a",DNB,1000815471
1000831744,"Epistre de Jaques Sadolet, enuoyee, au Senat et peuple de Geneue",1860,VI 39,DNB,1000831744
1000835340,"Das @vierte Säcularfest der Erfindung der Buchdruckerkunst, begangen zu Stuttgart am 24. u. 25. Juni 1840",1840,Da 121,DNB,1000835340
1000835340,"Das @vierte Säcularfest der Erfindung der Buchdruckerkunst, begangen zu Stuttgart am 24. u. 25. Juni 1840",1840,Da 121 a,DNB,1000835340
1000835340,"Das @vierte Säcularfest der Erfindung der Buchdruckerkunst, begangen zu Stuttgart am 24. u. 25. Juni 1840",1840,241.2/Stuttgart/Stut,DNB,1000835340
