,Gruppe,digi,Lfd Nr.,AKZ,bbg_x,IDN,Link zum Portal,signatur_g_x,Signatur,"steht bei
/ Anm.
zur
Signatur",Provenienzmerkmal,Material,Format,Öffnungswinkel,Einschränkungen,Glasplatte ,Verpackung,Verpackung austauschen ,Schadensklasse,"notwendige Reparatur(en) vor der Digitalisierung, notwendige Reparatur(en) vor der Digitalisierung",Bemerkungen,"Fragen/ Hinweise
an DBSM",Fragen an M. Steinberg,"nicht
am Stand-ort","Größe ÜF
(BxH)","Breite
(nur Ausreißer)","Dicke
(>12 cm)","12° Format
(<15 cm)","Einband-
art","Einband-
art Kommentar","Einband über-
formt (ganz od. teilweise)",Buch bereits restau-riert,"hohler/
fester Rücken (mit Einlage/
Vergoldung?)","Steh-
kanten
(bei Perg.)",Leder pudert ab/roter Zerfall (extrem),Einband stark defor-miert,Be-schläge bes. auftra-gend,Buch-schließe steif,Buch-block Pa./Perg.,saures Füll-material,Register-marken,seitliche Heftung,Buch-block sehr wellig,"Buch-block neigt zum ""Bauch""",ge-schloss-ene Lagen,Falttafeln,"Größe Buch+
Falttafeln (BxH)",Original-grafik,Kolorier-ung / Buch-malerei / Initialen / Rubri-kation,berühr-ungsfreie Digit.,Schrift weit bis in den Falz (Bund-steg in mm) Text-verlust,nicht digitali-sierbar wegen Bund-steg (vorraus-sichtlich),max. Öffnungs-winkel,max. Öffnungs-winkel Kommentar,Digit. mit Begleit-ung,Digit. mit Begleit-ung Kommentar,Rest.-Bericht einge-klebt,Blatt mit Notizen zum Buch eingeklebt ,"Rest.
not-wendig (ja/nein) (vor/nach der Digit.)","Rest.-
Aufwand gesamt
(in Std.)","Rest.
erfolgt",Kassette,Schuber,Buch-schuh,Mappe ,Um-schlag,SB neu,Anmerkungen (allg.),"für Testphase
vorsehen","für Testphase
vorsehen Kommentar",Schutz-behältnis empfohlen,Foto für Erheb. Rest. angefertigt (ab August),feuchte-empfind-liches Leder,"Material am Rücken/
Einband lose / eingeris-sen (auch Titelschild)",Narben spaltet sich ab,"Gelenk(e) 
an/durch-gebro-chen",Bünde gebro-chen (Anzahl),"Rücken lose/
halb lose",Be-schläge locker,"Buch
schließe fragil",Deckel spaltet sich / Fehlstelle im Deckel,Deckel gebro-chen,Deckel lose / halb lose,"Kapital fragil/
lose","Rest.-Aufwand Einband
(in Std.)",Anmerkungen für die Restaurierung am Einband,"Ver-schmutz-ung (Vorsatz / Ränder /
ges. BB)",mikro-bieller Befall,Farb-schicht pudert,Buch-block / Seiten verblockt,erste / letzte Lage oder Seiten lose,(halb-) lose Seiten im BB,Heftung zerstört,Risse / Fehl-stellen im Vorsatz,Risse im Text-bereich / an exponier-ter Stelle (z.B. Ecke),Risse am Rand,"Fehl-stellen im BB
(groß) ",Insekten-fraß (stark),Falten / Knicke,"saures /
brüchiges Papier",Tinten-/ Farbfraß (akut),Register-marken fragil,"Klebe-
streifen ablösen","Rest.-Aufwand Buchblock
(in Std.)",Anmerkungen für die Restaurierung am Buchblock,idn,akz,bbg_y,standort,signatur_g_y,signatur_a,titel,stuecktitel,umfang,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,bibliothek,einrichtung,exemplar,wert
337,Bö M,True,342.0,L-1547-181143666,Aal,1003892930,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003892930,Bö M 254/8°,Bö M 254/8°,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",fester Rücken mit Schmuckprägung,,Papierumschlag ,Ja,1.0,,,,,,,,,x,L,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,fester Rücken inzwischen hohl,,,Umschlag (Einband empfindl.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Bö M,True,343.0,L-1547-181144085,Aal,1003893333,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003893333,Bö M 255/8°,Bö M 255/8°,,,Ledereinband,bis 25 cm,nur sehr geringer Öffnungswinkel,Schrift bis in den Falz,,Kassette,Nein,0.0,,,,,,,,,x,L,,,x,f,,,,,,Pa,,,,,xx,,,,,,,0.0,x,110,,,,x,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Bö M,True,344.0,L-1611-181151618,Aal,1003900801,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003900801,Bö M 256/8°,Bö M 256/8°,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",Schrift bis in den Falz,,Kassette,Nein,2.0,,,,,,,,,,L,,,,f/V,,,,,,Pa,,,,,x,,,,,,,2.0,,110,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Bö M,True,345.0,L-1567-315490500,Aaf,1066959986,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066959986,Bö M 257,Bö M 257,,,"Ledereinband, Schließen, erhabene Buchbeschläge",bis 25 cm,nur sehr geringer Öffnungswinkel,Schrift bis in den Falz,,Kassette,Nein,0.0,,,,,,,,,,HD,,,x,f,,,,,,Pa,,,,,x,,,,,,,0.0,x,110,,,,x,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Bö M,True,346.0,L-1561-412305100,Afl,1136805699,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1136805699,Bö M 258,Bö M 259,Link zum Portal nicht korrekt,,Halbledereinband,,180°,"hohler Rücken, stark brüchiges Einbandmaterial",,Papierumschlag ,"Ja, Signaturfahne austauschen",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Bö M,False,347.0,L-1561-412305062,,1136805699,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1136805699,,Bö M 259,Link zum Portal nicht korrekt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Bö M,True,348.0,L-1810-181276038,AFl,36758865X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D36758865X,Bö M 259/8°,Bö M 259/8°,,,,bis 25 cm,,,,,,,,,,,,,,,x,HL,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Bö M,True,349.0,L-1615-181192020,Aal,1003923704,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003923704,Bö M 260/8°,Bö M 260/8°,,,Papier- oder Pappeinband,bis 25 cm,180°,stark brüchiges Einbandmaterial,,,Signaturfahne austauschen,2.0,,,,,,,,,,Pa,,,,f,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Bö M,True,350.0,L-1757-181114941,Aal,1003866263,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003866263,Bö M 261/8°,Bö M 261/8°,,X,Halbledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",fester Rücken mit Schmuckprägung,,,,0.0,,,,,,,,,,HL,,,x,h/E,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Bö M,True,351.0,L-1757-181114941,Aal,1003866263,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003866263,Bö M 261/8°,Bö M 261/8°,ist doppelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Bö M,True,352.0,L-1521-181083620,Aal,1003854729,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003854729,Bö M 262/8°,Bö M 262/8°,,,Papier- oder Pappeinband,bis 25 cm,180°,stark brüchiges Einbandmaterial,,,Signaturfahne austauschen,2.0,,,,,,,,,,Br,,,,f,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Bö M,True,353.0,L-1519-315330309,Aaf,1066872554,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066872554,Bö M 263,Bö M 263,,,Papier- oder Pappeinband,bis 25 cm,180°,"welliger Buchblock, stark brüchiges Einbandmaterial",,,Signaturfahne austauschen,3.0,,,,,,,,,,Pa,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,ja vor,2.0,,,,,,,,,,,,,,x,,x,,,,,,,,,2.0,mit JP unterlegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Bö M,True,354.0,L-1529-181273500,Aal,1003963188,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003963188,Bö M 264/8°,Bö M 264/8°,,,Broschur,bis 25 cm,180°,welliger Buchblock,,,Signaturfahne austauschen,1.0,,,,,,,,,,Br,,,,f,,,,,,Pa,,,,,,,,,,,,,,nur 110,,,,,,n,0.0,,,,,,,,,,,Jurismappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Bö M,True,355.0,L-1507-315321040,Aaf,1066862451,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066862451,Bö M 265,Bö M 265,,,Papier- oder Pappeinband,bis 25 cm,180°,"welliger Buchblock, erhabene Illuminationen",nicht auflegen,,Signaturfahne austauschen,1.0,,,,,,,,,,Pa,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,ja vor,3.0,,,,,,,,,,,,,,x,,,,,,,,,,,0.5,"nur Rücken sichern, Ecken lassen",,,,,,x,,,,,x,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,
351,Bö M,True,356.0,L-1518-181276429,Aal,1003966012,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003966012,Bö M 266,Bö M 266,,,Papier- oder Pappeinband,bis 25 cm,180°,,,,Signaturfahne austauschen,1.0,,,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Bö M,True,357.0,L-1522-315487534,Aaf,1066956936,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066956936,Bö M 267,Bö M 267,,,Papier- oder Pappeinband,bis 25 cm,180°,"welliger Buchblock, stark brüchiges Einbandmaterial",,,Signaturfahne austauschen,2.0,,,,,,,,,,Pa,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,ja vor,1.0,,,,,,,x,"Box anfertigen (Papierumschlag teils ""lose"")",,,Box,,,x,,,,,,,,,,,1.0,"nur Rücken sichern, Rest belassen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Bö M,True,358.0,L-1575-315494441,Aaf,1066964211,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066964211,Bö M 268,Bö M 268,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",welliger Buchblock,,Papierumschlag ,Ja,1.0,,"Seiten herausgerissen, Teile aus Seiten ausgeschnitten",,,,,,,,HD,,,,f,,,,,,Pa,,,,,,,,,,,,,,max 110,,,,,,n,0.0,,,,,,x sauer,x,Initialen rausgeschnitten und teils Seiten rausgerissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Bö M,True,359.0,L-1547-181294567,Aal,1003983456,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003983456,Bö M 269/8°,Bö M 269/8°,,,Ledereinband,bis 25 cm,nur sehr geringer Öffnungswinkel,"Schrift bis in den Falz, welliger Buchblock, stark brüchiges Einbandmaterial",,Papierumschlag ,Ja,2.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,0.0,x,80,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (Buch sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Bö M,True,360.0,L-9999-181083884,Aal,100385494X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D100385494X,Bö M 270/8°,Bö M 270/8°,,X,Papier- oder Pappeinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","Schrift bis in den Falz, welliger Buchblock, fester Rücken mit Schmuckprägung",,,Signaturfahne austauschen,0.0,,,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Bö M,False,361.0,L-1523-41242911X,,1136888101,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1136888101,,Bö M 271 (angebunden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Bö M,True,362.0,L-1523-181279622,Aal,1003969119,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003969119,Bö M 271/8°,Bö M 271/8°,,,Halbledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,x,HPg,,,x,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,x,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Bö M,True,363.0,L-1552-315487488,Aaf,106695688X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D106695688X,Bö M 272,Bö M 272,,X,Broschur,bis 25 cm,180°,,,Mappe,"Nein, Signaturfahne austauschen",0.0,,,,,,,,,,oE,,,,,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Bö M,True,364.0,L-1560-18105423X,Aal,1003826466,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003826466,Bö M 273/8°,Bö M 273/8°,,X,Halbpergamentband,bis 25 cm,nur sehr geringer Öffnungswinkel,hohler Rücken,,,,0.0,,,,,,,,,x,HPg,,,,h,,,,,,Pa,,,,,,,,,,,,,,45,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Bö M,True,365.0,L-1616-181273993,Aal,100396365X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D100396365X,Bö M 274/8°,Bö M 274/8°,,X,Papier- oder Pappeinband,bis 25 cm,180°,,,,Signaturfahne austauschen,1.0,,,,,,,,,,Pa,,,,f,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Bö M,False,366.0,L-1785-18114607X,,1003895115,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003895115,,Bö M 275/8°,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",fester Rücken mit Schmuckprägung,,,Signaturfahne austauschen,0.0,,,,,,,,,,L,,,,f/V,,,,,,Pa,,,,,,,,,,,,,,60,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003895115,L-1785-18114607X,Aal,DBSM/M/Bö,Bö M 275/8°,Bö M 275/8°,Gesangsbuch zum gottesdienstlichen Gebrauche der Reformirten Gemeinden in Kurpfalz : , : ,"XVI, 12 ungezählte, 696, 22 ungezählte Seiten",,,,1262532264,Qd,,,,,1.0,2.0,
362,Bö M,True,,L-1785-784284660,Qd,1262532264,,Bö M 275/8°,Bö M 275/8°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Bö M,False,367.0,L-1785-412571498,,1136987126,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1136987126,,Bö M 275/8° (angebunden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Bö M,False,368.0,L-1785-412571439,,1136987010,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1136987010,,Bö M 275/8° (angebunden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Bö M,True,369.0,L-1555-31549266X,Aal,106696226X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D106696226X,Bö M 276,Bö M 276,,X,Papier- oder Pappeinband,bis 25 cm,180°,,,,Signaturfahne austauschen,0.0,,,,,,,,,,Pa,,,,h,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Bö M,True,370.0,L-1805-181182718,Aal,1003915418,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003915418,Bö M 277/8°,Bö M 277/8°,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, gefaltete Blätter",,Papierumschlag ,Ja,0.0,,,,,,,,,,L,,,,h/E,,,,,,Pa,,,,,,,x,,,,,,,max 110,,,,,,n,0.0,,,,,,x sauer,x,,,,Umschlag (bes. Einband),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Bö M,False,371.0,L-1781-41299433X,,1137227672,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137227672,,Bö M 278/8°,,X,Papier- oder Pappeinband,bis 25 cm,180°,hohler Rücken,,,,0.0,,,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137227672,L-1781-41299433X,Aal,DBSM/M/Bö,Bö M 278/8°,Bö M 278/8°,Papiere von Johann Karl Wezel wider D. Ernst Platnern : , : ,16 Seiten,,,,1003965970,Qdl,,,,,1.0,2.0,
368,Bö M,True,,L-1781-181276380,Qdl,1003965970,,Bö M 278/8°,Bö M 278/8°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Bö M,False,372.0,L-1781-412993341,,1137226366,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137226366,,Bö M 278/8° (1. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Bö M,False,373.0,L-1781-412993600,,1137226714,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137226714,,Bö M 278/8° (2. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Bö M,False,374.0,L-1781-412994445,,1137227850,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137227850,,Bö M 278/8° (3. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Bö M,False,375.0,L-1782-412994496,,1137227931,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137227931,,Bö M 278/8° (4. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Bö M,False,376.0,L-1782-412994550,,1137228067,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137228067,,Bö M 278/8° (5. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Bö M,False,377.0,L-1782-412994607,,1137228164,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137228164,,Bö M 278/8° (6. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Bö M,False,378.0,L-1782-412994690,,1137228296,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137228296,,Bö M 278/8° (7. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Bö M,False,379.0,L-1782-412994801,,1137228555,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137228555,,Bö M 278/8° (8. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Bö M,False,380.0,L-1782-412994844,,1137228628,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137228628,,Bö M 278/8° (9. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Bö M,False,381.0,L-1782-412994879,,1137228660,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137228660,,Bö M 278/8° (10. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Bö M,False,382.0,L-1781-412996715,,1137231254,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137231254,,Bö M 278/8° (11. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Bö M,False,383.0,L-1781-41299674X,,1137231327,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137231327,,Bö M 278/8° (12. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Bö M,False,384.0,L-1782-412996782,,1137231408,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137231408,,Bö M 278/8° (13. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Bö M,False,385.0,L-1782-412996812,,1137231459,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137231459,,Bö M 278/8° (14. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Bö M,False,386.0,L-1782-412996839,,113723153X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D113723153X,,Bö M 278/8° (15. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Bö M,False,387.0,L-1782-412996855,,1137231602,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1137231602,,Bö M 278/8° (16. angeb. Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
